C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_30_48_287.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_30_48_287.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_30_48_287.jpg,0,0,0,22.14829
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_43_457.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_43_457.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_43_457.jpg,0.0617599,0.9855326,0,2.124567
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_43_558.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_43_558.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_43_558.jpg,0.05219137,0.9855326,0,3.286475
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_43_659.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_43_659.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_43_659.jpg,0.05219137,0.9855326,0,4.440864
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_43_761.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_43_761.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_43_761.jpg,0.3679529,0.9855326,0,5.565724
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_43_862.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_43_862.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_43_862.jpg,0.5784606,0.9855326,0,6.626935
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_43_963.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_43_963.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_43_963.jpg,0.5784606,0.9855326,0,7.730138
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_44_064.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_44_064.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_44_064.jpg,0.1670138,0.9855326,0,8.83677
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_45_275.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_45_275.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_45_275.jpg,0.08089697,0.9855326,0,21.52514
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_45_377.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_45_377.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_45_377.jpg,0.0904655,0.9855326,0,22.49719
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_45_477.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_45_477.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_45_477.jpg,0.0904655,0.9855326,0,23.45835
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_45_578.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_45_578.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_45_578.jpg,0.1574452,0.9855326,0,24.40969
C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\center_2016_12_01_13_32_45_679.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\left_2016_12_01_13_32_45_679.jpg, C:\Users\Sseetha2\Desktop\per\udacity\SDC\term1\Training_Behavioural_Cloning\IMG\right_2016_12_01_13_32_45_679.jpg,0.1765823,0.9855326,0,25.34023
